Date,Close,High,Low,Open,Volume
2024-05-29,77.69999694824219,77.73999786376953,76.66000366210938,76.79000091552734,725300
2024-05-30,76.68000030517578,77.95999908447266,76.5,77.30000305175781,870000
2024-05-31,76.1500015258789,77.45999908447266,74.4000015258789,76.81999969482422,1063700
2024-06-03,74.83000183105469,76.30999755859375,72.97000122070312,76.30999755859375,1053600
2024-06-04,74.27999877929688,74.83499908447266,73.97000122070312,74.72000122070312,706100
2024-06-05,74.58999633789062,74.80999755859375,73.72000122070312,74.66999816894531,592700
2024-06-06,74.01000213623047,75.41999816894531,73.68000030517578,74.7300033569336,578500
2024-06-07,74.5199966430664,76.4000015258789,73.26000213623047,74.19000244140625,1238300
2024-06-10,75.30000305175781,75.94000244140625,73.8499984741211,74.08999633789062,713900
2024-06-11,75.58999633789062,76.0199966430664,73.87000274658203,75.12999725341797,571700
2024-06-12,76.94000244140625,77.45999908447266,76.04000091552734,76.19000244140625,745600
2024-06-13,76.38999938964844,76.83999633789062,75.08000183105469,76.83999633789062,832100
2024-06-14,76.30999755859375,76.58000183105469,75.04000091552734,75.6500015258789,574100
2024-06-17,76.81999969482422,76.91999816894531,75.6500015258789,76.2300033569336,436300
2024-06-18,77.73999786376953,78.44999694824219,76.2300033569336,76.6500015258789,510500
2024-06-20,78.62999725341797,79.47000122070312,78.16999816894531,78.47000122070312,831300
2024-06-21,78.08999633789062,78.83999633789062,77.70999908447266,78.55000305175781,999500
2024-06-24,79.48999786376953,79.7750015258789,78.05000305175781,78.31999969482422,507800
2024-06-25,81.27999877929688,82.0,80.0,81.44999694824219,1189500
2024-06-26,81.18000030517578,82.19000244140625,80.62000274658203,80.7699966430664,858800
2024-06-27,81.98999786376953,82.19999694824219,80.4800033569336,81.4000015258789,673900
2024-06-28,81.80999755859375,83.16999816894531,81.25499725341797,82.44999694824219,6002700
2024-07-01,80.19999694824219,82.5999984741211,80.18000030517578,82.11000061035156,731300
2024-07-02,79.9800033569336,80.69999694824219,79.55000305175781,80.0199966430664,926700
2024-07-03,80.61000061035156,80.72000122070312,79.44000244140625,79.9800033569336,246800
2024-07-05,79.63999938964844,80.52200317382812,79.16999816894531,80.0999984741211,533500
2024-07-08,78.69000244140625,80.36000061035156,78.5999984741211,79.97000122070312,535800
