Date,Close,High,Low,Open,Volume
2024-05-29,15.520000457763672,16.1299991607666,15.369999885559082,16.0,6899500
2024-05-30,16.639999389648438,16.829999923706055,15.619999885559082,15.720000267028809,8425500
2024-05-31,16.31999969482422,17.709999084472656,15.84000015258789,16.829999923706055,8257700
2024-06-03,15.75,17.0,15.6899995803833,16.889999389648438,6798300
2024-06-04,15.020000457763672,15.510000228881836,14.680000305175781,15.5,6329200
2024-06-05,15.680000305175781,15.9399995803833,14.699999809265137,15.140000343322754,5694400
2024-06-06,15.350000381469727,15.75,15.03499984741211,15.529999732971191,4221900
2024-06-07,14.84000015258789,15.109999656677246,14.630000114440918,14.979999542236328,4842000
2024-06-10,15.130000114440918,15.75,14.649999618530273,14.75,5124100
2024-06-11,14.75,15.0,14.40999984741211,14.90999984741211,4593300
2024-06-12,15.3100004196167,16.239999771118164,15.15999984741211,15.59000015258789,7850900
2024-06-13,15.100000381469727,15.850000381469727,15.079999923706055,15.199999809265137,4713800
2024-06-14,14.329999923706055,14.920000076293945,13.90999984741211,14.859999656677246,5936800
2024-06-17,13.949999809265137,14.25,13.579999923706055,14.104999542236328,5403000
2024-06-18,13.649999618530273,14.020000457763672,13.569999694824219,13.869999885559082,6893600
2024-06-20,14.010000228881836,14.210000038146973,13.338000297546387,13.510000228881836,4664700
2024-06-21,12.819999694824219,13.890000343322754,12.819999694824219,13.850000381469727,8495900
2024-06-24,13.239999771118164,13.260000228881836,12.760000228881836,12.829999923706055,4853600
2024-06-25,13.319999694824219,13.329999923706055,12.760000228881836,13.029999732971191,3907300
2024-06-26,12.619999885559082,13.34000015258789,12.59000015258789,13.229999542236328,5399800
2024-06-27,13.039999961853027,13.260000228881836,12.359999656677246,12.430000305175781,4762100
2024-06-28,12.239999771118164,13.04800033569336,12.079999923706055,12.920000076293945,10038100
2024-07-01,11.369999885559082,12.4399995803833,11.359999656677246,12.319999694824219,5649900
2024-07-02,10.819999694824219,11.6899995803833,10.645000457763672,11.329999923706055,8677100
2024-07-03,11.850000381469727,11.895000457763672,11.01200008392334,11.1899995803833,5257900
2024-07-05,12.15999984741211,12.244999885559082,11.71500015258789,11.819999694824219,5250400
2024-07-08,12.40999984741211,12.8100004196167,12.255000114440918,12.319999694824219,4225500
2024-07-09,12.260000228881836,12.430000305175781,12.015000343322754,12.390000343322754,3649700
2024-07-10,12.800000190734863,12.880000114440918,12.069999694824219,12.479999542236328,3530900
2024-07-11,13.369999885559082,13.59000015258789,12.975000381469727,13.449999809265137,4452100
2024-07-12,13.970000267028809,14.270000457763672,13.569999694824219,13.569999694824219,5274600
2024-07-15,14.539999961853027,14.5600004196167,12.899999618530273,13.1899995803833,8587200
2024-07-16,15.079999923706055,15.194999694824219,14.220000267028809,14.5649995803833,7406800
2024-07-17,15.279999732971191,17.225000381469727,15.229999542236328,16.440000534057617,17509600
2024-07-18,14.649999618530273,15.630000114440918,14.619999885559082,15.180000305175781,7890800
2024-07-19,14.180000305175781,14.5600004196167,13.899999618530273,14.399999618530273,4259300
