Date,Close,High,Low,Open,Volume
2024-05-29,5.230000019073486,5.324999809265137,5.150000095367432,5.199999809265137,2322900
2024-05-30,5.179999828338623,5.329999923706055,5.179999828338623,5.28000020980835,2115300
2024-05-31,5.300000190734863,5.320000171661377,5.130000114440918,5.199999809265137,2194900
2024-06-03,5.190000057220459,5.420000076293945,5.079999923706055,5.320000171661377,2274600
2024-06-04,5.150000095367432,5.230000019073486,5.110000133514404,5.150000095367432,1511000
2024-06-05,5.329999923706055,5.380000114440918,5.139999866485596,5.199999809265137,1919400
2024-06-06,5.559999942779541,5.599999904632568,5.329999923706055,5.349999904632568,3506900
2024-06-07,5.46999979019165,5.519999980926514,5.385000228881836,5.449999809265137,2153600
2024-06-10,5.599999904632568,5.635000228881836,5.34499979019165,5.389999866485596,1960800
2024-06-11,5.539999961853027,5.610000133514404,5.429999828338623,5.559999942779541,1933500
2024-06-12,5.420000076293945,5.820000171661377,5.409999847412109,5.679999828338623,2392400
2024-06-13,5.039999961853027,5.46999979019165,4.980000019073486,5.420000076293945,3309200
2024-06-14,4.889999866485596,5.070000171661377,4.769999980926514,4.989999771118164,5246700
2024-06-17,4.96999979019165,5.050000190734863,4.829999923706055,4.829999923706055,2703500
2024-06-18,4.860000133514404,5.078999996185303,4.824999809265137,4.920000076293945,2560800
2024-06-20,4.53000020980835,4.929999828338623,4.46999979019165,4.840000152587891,4454600
2024-06-21,4.420000076293945,4.539999961853027,4.349999904632568,4.510000228881836,4482100
2024-06-24,4.400000095367432,4.454999923706055,4.340000152587891,4.449999809265137,2673300
2024-06-25,4.440000057220459,4.5,4.300000190734863,4.400000095367432,2677700
2024-06-26,4.820000171661377,4.829999923706055,4.409999847412109,4.409999847412109,5022200
2024-06-27,5.230000019073486,5.25,4.800000190734863,4.809999942779541,4403500
2024-06-28,5.329999923706055,5.409999847412109,5.090000152587891,5.21999979019165,9097900
2024-07-01,5.630000114440918,5.664999961853027,5.284999847412109,5.329999923706055,3218000
2024-07-02,5.53000020980835,5.800000190734863,5.519999980926514,5.639999866485596,3388500
