Date,Close,High,Low,Open,Volume
2024-05-29,2.7799999713897705,2.805000066757202,2.7300000190734863,2.75,320200
2024-05-30,2.7200000286102295,2.819999933242798,2.7200000286102295,2.819999933242798,481900
2024-05-31,2.690000057220459,2.7829999923706055,2.640000104904175,2.740000009536743,873600
2024-06-03,2.7100000381469727,2.759999990463257,2.6500000953674316,2.690000057220459,769800
2024-06-04,2.6600000858306885,2.7200000286102295,2.6549999713897705,2.700000047683716,275100
2024-06-05,2.690000057220459,2.7200000286102295,2.625,2.680000066757202,420400
2024-06-06,2.5899999141693115,2.680000066757202,2.569999933242798,2.6700000762939453,479900
2024-06-07,2.5799999237060547,2.6600000858306885,2.5399999618530273,2.559999942779541,509500
2024-06-10,2.569999933242798,2.609999895095825,2.509999990463257,2.549999952316284,403200
2024-06-11,2.549999952316284,2.559999942779541,2.509999990463257,2.559999942779541,368500
2024-06-12,2.5899999141693115,2.7249999046325684,2.569999933242798,2.6600000858306885,510400
2024-06-13,2.5799999237060547,2.609999895095825,2.5299999713897705,2.5799999237060547,332400
2024-06-14,2.5199999809265137,2.5999999046325684,2.509999990463257,2.5999999046325684,465600
2024-06-17,2.5199999809265137,2.5399999618530273,2.4600000381469727,2.509999990463257,707900
2024-06-18,2.5199999809265137,2.5999999046325684,2.5199999809265137,2.569999933242798,803400
2024-06-20,2.509999990463257,2.5799999237060547,2.4549999237060547,2.559999942779541,845300
2024-06-21,2.4800000190734863,2.5399999618530273,2.4800000190734863,2.5,568800
2024-06-24,2.5,2.5450000762939453,2.4000000953674316,2.5450000762939453,1120500
2024-06-25,2.619999885559082,2.7100000381469727,2.549999952316284,2.5799999237060547,1326400
2024-06-26,2.9100000858306885,3.0350000858306885,2.690000057220459,2.700000047683716,2522400
2024-06-27,2.9100000858306885,3.0199999809265137,2.8499999046325684,2.9100000858306885,1868600
2024-06-28,2.9200000762939453,3.015000104904175,2.7899999618530273,2.9100000858306885,11451000
2024-07-01,2.809999942779541,3.0799999237060547,2.75,3.059999942779541,1312200
2024-07-02,2.740000009536743,2.809999942779541,2.7100000381469727,2.809999942779541,855700
2024-07-03,2.8299999237060547,2.869999885559082,2.75,2.75,431200
2024-07-05,2.890000104904175,2.930000066757202,2.799999952316284,2.8499999046325684,1173300
2024-07-08,3.009999990463257,3.049999952316284,2.890000104904175,2.950000047683716,1188700
2024-07-09,3.0,3.069999933242798,2.9200000762939453,3.009999990463257,1040100
2024-07-10,2.930000066757202,3.0350000858306885,2.9200000762939453,3.0,762100
2024-07-11,3.1600000858306885,3.1700000762939453,2.930000066757202,2.990000009536743,1515600
2024-07-12,3.2300000190734863,3.2899999618530273,3.130000114440918,3.200000047683716,1004500
