Date,Close,High,Low,Open,Volume
2024-05-29,1.149999976158142,1.190000057220459,1.100000023841858,1.100000023841858,21000
2024-05-30,1.1200000047683716,1.1799999475479126,1.1100000143051147,1.149999976158142,16500
2024-05-31,1.1200000047683716,1.1399999856948853,1.100000023841858,1.100000023841858,7300
2024-06-03,1.100000023841858,1.1729999780654907,1.0499999523162842,1.1699999570846558,63300
2024-06-04,1.0299999713897705,1.1200000047683716,1.0019999742507935,1.0700000524520874,28600
2024-06-05,1.0950000286102295,1.1299999952316284,1.0399999618530273,1.0399999618530273,15800
2024-06-06,1.090000033378601,1.1399999856948853,1.0800000429153442,1.1399999856948853,6700
2024-06-07,1.100000023841858,1.1169999837875366,1.0800000429153442,1.090000033378601,22500
2024-06-10,1.1200000047683716,1.1399999856948853,1.0800000429153442,1.0800000429153442,19000
2024-06-11,1.1009999513626099,1.149999976158142,1.0800000429153442,1.100000023841858,56800
2024-06-12,1.100000023841858,1.1299999952316284,1.0800000429153442,1.1100000143051147,38000
2024-06-13,1.090000033378601,1.1100000143051147,1.0800000429153442,1.090000033378601,27000
2024-06-14,1.0800000429153442,1.100000023841858,1.059999942779541,1.059999942779541,26100
2024-06-17,1.0800000429153442,1.159999966621399,1.0800000429153442,1.0800000429153442,7900
2024-06-18,1.0800000429153442,1.100000023841858,1.0800000429153442,1.090000033378601,7500
2024-06-20,1.100000023841858,1.149999976158142,1.0299999713897705,1.0800000429153442,33800
2024-06-21,1.0499999523162842,1.100000023841858,1.0499999523162842,1.0700000524520874,4500
2024-06-24,1.0199999809265137,1.059999942779541,1.0199999809265137,1.0199999809265137,26400
2024-06-25,1.0199999809265137,1.0700000524520874,1.0099999904632568,1.0449999570846558,12100
2024-06-26,1.0099999904632568,1.0499999523162842,0.9700000286102295,0.9700000286102295,43500
2024-06-27,1.0399999618530273,1.0700000524520874,1.0,1.0099999904632568,16300
2024-06-28,1.0399999618530273,1.0800000429153442,1.0,1.0199999809265137,17200
2024-07-01,1.0299999713897705,1.059999942779541,1.0099999904632568,1.0399999618530273,21100
2024-07-02,1.0410000085830688,1.0499999523162842,1.0,1.0099999904632568,3900
2024-07-03,1.0099999904632568,1.0700000524520874,1.0,1.0,6000
2024-07-05,1.0399999618530273,1.0789999961853027,0.9800000190734863,1.0,23700
2024-07-08,0.9800000190734863,1.059999942779541,0.9800000190734863,1.0099999904632568,17700
2024-07-09,1.0299999713897705,1.0499999523162842,0.9800000190734863,0.9800000190734863,8500
2024-07-10,1.0800000429153442,1.0800000429153442,1.0,1.0399999618530273,27300
2024-07-11,1.1100000143051147,1.149999976158142,1.0399999618530273,1.0800000429153442,32000
2024-07-12,1.4199999570846558,1.4700000286102295,1.0839999914169312,1.090000033378601,342900
2024-07-15,1.2400000095367432,1.409999966621399,1.2000000476837158,1.409999966621399,65700
2024-07-16,1.1649999618530273,1.2300000190734863,1.100000023841858,1.2200000286102295,90200
2024-07-17,1.2100000381469727,1.350000023841858,1.1799999475479126,1.1799999475479126,53100
2024-07-18,1.2350000143051147,1.2599999904632568,1.2100000381469727,1.25,13000
2024-07-19,1.149999976158142,1.2699999809265137,1.149999976158142,1.2699999809265137,28600
2024-07-22,1.2000000476837158,1.2200000286102295,1.149999976158142,1.149999976158142,55800
2024-07-23,1.149999976158142,1.2000000476837158,1.149999976158142,1.2000000476837158,59700
2024-07-24,1.1100000143051147,1.1699999570846558,1.100000023841858,1.1699999570846558,18000
2024-07-25,1.1299999952316284,1.2000000476837158,1.100000023841858,1.100000023841858,53200
2024-07-26,1.2100000381469727,1.2799999713897705,1.100000023841858,1.1299999952316284,159500
2024-07-29,1.100000023841858,1.2000000476837158,1.100000023841858,1.2000000476837158,66100
2024-07-30,1.0299999713897705,1.159000039100647,1.0299999713897705,1.100000023841858,38300
2024-07-31,1.0199999809265137,1.1100000143051147,1.0199999809265137,1.0800000429153442,69500
2024-08-01,0.9700000286102295,1.0700000524520874,0.9700000286102295,1.0199999809265137,92100
2024-08-02,0.9990000128746033,1.0199999809265137,0.9700000286102295,1.0,54500
2024-08-05,1.0,1.0399999618530273,0.7200000286102295,0.9990000128746033,179300
2024-08-06,0.9819999933242798,1.0299999713897705,0.8999999761581421,1.0,68600
2024-08-07,0.9399999976158142,1.0299999713897705,0.9010000228881836,1.0299999713897705,86100
2024-08-08,0.9279999732971191,1.0299999713897705,0.8700000047683716,1.0299999713897705,103000
2024-08-09,1.0199999809265137,1.0199999809265137,0.9700000286102295,1.0,39500
2024-08-12,1.0199999809265137,1.0299999713897705,0.9430000185966492,1.0299999713897705,24400
2024-08-13,1.0,1.0299999713897705,0.9800000190734863,1.0299999713897705,32700
2024-08-14,1.0,1.0140000581741333,0.9900000095367432,1.0,6900
2024-08-15,1.0199999809265137,1.0299999713897705,0.9900000095367432,1.0,17200
2024-08-16,1.090000033378601,1.100000023841858,1.0,1.0,56400
2024-08-19,1.059999942779541,1.190000057220459,1.0299999713897705,1.090000033378601,268000
2024-08-20,1.0700000524520874,1.1399999856948853,1.0099999904632568,1.0299999713897705,160100
2024-08-21,1.0299999713897705,1.100000023841858,0.9399999976158142,1.0499999523162842,172900
2024-08-22,1.0199999809265137,1.0499999523162842,1.0099999904632568,1.0099999904632568,82100
2024-08-23,1.0499999523162842,1.059999942779541,1.0199999809265137,1.059999942779541,41400
2024-08-26,1.0199999809265137,1.059999942779541,1.0099999904632568,1.0499999523162842,47600
