Date,Close,High,Low,Open,Volume
2024-05-29,35.959999084472656,37.060001373291016,35.75,36.27000045776367,13235900
2024-05-30,35.81999969482422,36.33000183105469,35.220001220703125,35.849998474121094,10458600
2024-05-31,35.130001068115234,36.400001525878906,34.400001525878906,36.02000045776367,13213200
2024-06-03,35.52000045776367,35.70000076293945,34.56999969482422,35.220001220703125,11956500
2024-06-04,35.52000045776367,36.4900016784668,35.20000076293945,36.0099983215332,11110000
2024-06-05,36.65999984741211,36.81999969482422,35.4900016784668,35.88999938964844,11389000
2024-06-06,37.560001373291016,37.720001220703125,36.25,36.79999923706055,10193100
2024-06-07,36.88999938964844,37.79999923706055,36.810001373291016,37.45000076293945,6448800
2024-06-10,38.04999923706055,38.18000030517578,37.150001525878906,37.52000045776367,9141400
2024-06-11,38.2400016784668,38.474998474121094,37.36899948120117,37.84000015258789,7042800
2024-06-12,38.88999938964844,39.84000015258789,38.46900177001953,39.099998474121094,10334100
2024-06-13,38.97999954223633,39.34000015258789,38.54999923706055,39.040000915527344,7929800
2024-06-14,38.90999984741211,38.9900016784668,37.93000030517578,38.7599983215332,7306000
2024-06-17,41.95000076293945,42.209999084472656,38.93000030517578,38.95000076293945,17104000
2024-06-18,43.25,43.44499969482422,41.63999938964844,41.93000030517578,10585700
2024-06-20,43.0,44.61899948120117,42.810001373291016,43.279998779296875,11603200
2024-06-21,41.9900016784668,43.0,41.150001525878906,42.90999984741211,16377800
2024-06-24,40.0099983215332,41.93000030517578,40.0,41.88999938964844,10177800
2024-06-25,38.0,39.79999923706055,37.959999084472656,39.79999923706055,13089400
2024-06-26,37.66999816894531,37.869998931884766,36.880001068115234,37.66999816894531,12200900
2024-06-27,37.11000061035156,37.91999816894531,37.08000183105469,37.5,7758900
2024-06-28,38.16999816894531,38.29999923706055,36.810001373291016,37.20000076293945,13803600
2024-07-01,37.29999923706055,38.130001068115234,36.43000030517578,38.06999969482422,10225900
2024-07-02,36.939998626708984,37.540000915527344,36.643001556396484,37.11000061035156,7648600
2024-07-03,37.439998626708984,37.900001525878906,36.90999984741211,37.029998779296875,4486700
2024-07-05,37.06999969482422,38.2400016784668,36.9900016784668,37.84000015258789,5939500
2024-07-08,37.59000015258789,38.34000015258789,36.849998474121094,37.18000030517578,7395100
2024-07-09,36.7400016784668,38.0,36.59000015258789,37.470001220703125,7042500
2024-07-10,36.63999938964844,37.060001373291016,35.93000030517578,36.9900016784668,6985400
2024-07-11,37.150001525878906,37.59000015258789,36.310001373291016,36.959999084472656,6357300
2024-07-12,37.86000061035156,38.209999084472656,37.13999938964844,37.13999938964844,7911100
2024-07-15,39.47999954223633,39.507999420166016,38.09000015258789,38.79600143432617,10799000
2024-07-16,39.810001373291016,40.029998779296875,39.040000915527344,39.790000915527344,7060600
2024-07-17,38.349998474121094,39.52000045776367,37.83000183105469,39.09000015258789,8479900
2024-07-18,36.66999816894531,39.04999923706055,36.529998779296875,38.349998474121094,7846200
2024-07-19,36.93000030517578,37.47999954223633,36.29999923706055,36.61000061035156,5891300
2024-07-22,36.84000015258789,37.43000030517578,36.02000045776367,36.77000045776367,8270100
2024-07-23,37.779998779296875,37.80500030517578,36.72999954223633,36.880001068115234,4517900
2024-07-24,35.86000061035156,37.38999938964844,35.65999984741211,37.349998474121094,6939900
2024-07-25,35.779998779296875,36.75,35.29999923706055,35.90999984741211,5666100
2024-07-26,36.29999923706055,36.84000015258789,36.06999969482422,36.41999816894531,4833500
2024-07-29,36.72999954223633,36.939998626708984,35.849998474121094,35.849998474121094,7040800
2024-07-30,35.869998931884766,37.0099983215332,35.29999923706055,36.900001525878906,7613900
2024-07-31,36.95000076293945,37.689998626708984,35.91999816894531,36.435001373291016,8311600
2024-08-01,35.4900016784668,37.790000915527344,35.36000061035156,37.400001525878906,16267900
2024-08-02,32.02000045776367,34.0,30.940000534057617,33.939998626708984,23078900
2024-08-05,31.799999237060547,32.27000045776367,28.690000534057617,28.829999923706055,17236000
2024-08-06,31.3799991607666,32.41999816894531,31.260000228881836,32.27000045776367,10401000
2024-08-07,30.139999389648438,32.25,30.06100082397461,31.790000915527344,11303400
2024-08-08,30.540000915527344,31.0,30.165000915527344,30.459999084472656,7992900
2024-08-09,30.34000015258789,30.8799991607666,29.770000457763672,30.59000015258789,8549300
2024-08-12,29.850000381469727,30.489999771118164,29.68000030517578,30.329999923706055,8696000
2024-08-13,31.440000534057617,31.594999313354492,29.290000915527344,30.100000381469727,13451800
2024-08-14,32.060001373291016,33.5099983215332,30.915000915527344,33.310001373291016,21549800
2024-08-15,34.13999938964844,34.369998931884766,32.75,32.83000183105469,13762300
2024-08-16,34.13999938964844,34.42499923706055,33.20000076293945,33.54999923706055,9454300
2024-08-19,34.40999984741211,34.56999969482422,33.625,34.22999954223633,7283000
2024-08-20,34.79999923706055,35.209999084472656,34.119998931884766,34.2400016784668,8744100
2024-08-21,35.91999816894531,35.95000076293945,34.709999084472656,34.79999923706055,8820100
2024-08-22,35.25,36.50400161743164,35.060001373291016,36.11000061035156,7194000
2024-08-23,36.369998931884766,36.400001525878906,35.470001220703125,35.66999816894531,7270700
2024-08-26,35.09000015258789,36.63999938964844,35.064998626708984,36.599998474121094,7566000
2024-08-27,35.33000183105469,35.790000915527344,34.810001373291016,35.16999816894531,5445700
2024-08-28,34.349998474121094,35.26300048828125,33.88999938964844,35.0,6182600
2024-08-29,33.88999938964844,35.15999984741211,33.720001220703125,34.83000183105469,7191600
2024-08-30,34.5,34.540000915527344,33.6150016784668,34.2599983215332,7568800
2024-09-03,33.650001525878906,35.150001525878906,33.51499938964844,34.56999969482422,7667900
2024-09-04,34.279998779296875,34.810001373291016,33.27000045776367,33.75,5708400
2024-09-05,35.72999954223633,35.7599983215332,34.209999084472656,34.2400016784668,9079400
2024-09-06,35.11000061035156,36.13999938964844,34.20000076293945,36.0,9822400
2024-09-09,36.11000061035156,36.79999923706055,35.33000183105469,35.540000915527344,8176600
2024-09-10,36.61000061035156,37.45000076293945,35.86000061035156,36.75,9705400
2024-09-11,38.439998626708984,38.560001373291016,35.970001220703125,36.529998779296875,12209000
2024-09-12,38.59000015258789,38.689998626708984,36.83000183105469,38.310001373291016,12735000
2024-09-13,37.79999923706055,39.349998474121094,37.68000030517578,38.95000076293945,9946100
2024-09-16,38.2400016784668,38.77000045776367,37.650001525878906,37.970001220703125,8610700
2024-09-17,38.95000076293945,39.310001373291016,38.369998931884766,38.470001220703125,9093100
2024-09-18,38.06999969482422,39.439998626708984,37.97999954223633,38.97999954223633,8237300
2024-09-19,39.27000045776367,39.48500061035156,38.619998931884766,39.119998931884766,7430000
2024-09-20,39.279998779296875,39.380001068115234,38.439998626708984,39.09000015258789,7375500
2024-09-23,39.630001068115234,40.4900016784668,39.08000183105469,39.643001556396484,9223200
2024-09-24,39.13999938964844,40.34000015258789,39.08000183105469,39.900001525878906,8056500
2024-09-25,41.099998474121094,41.97999954223633,40.15999984741211,41.0099983215332,19885200
2024-09-26,40.939998626708984,42.310001373291016,40.82500076293945,41.959999084472656,9379400
2024-09-27,40.36000061035156,41.22999954223633,39.52000045776367,41.029998779296875,7163100
2024-09-30,39.20000076293945,40.68000030517578,39.02000045776367,40.290000915527344,7820200
2024-10-01,38.25,39.257999420166016,37.689998626708984,39.09000015258789,9536400
2024-10-02,37.66999816894531,38.22999954223633,37.5620002746582,37.939998626708984,7181500
2024-10-03,38.0,38.0099983215332,37.06999969482422,37.2599983215332,6079600
2024-10-04,39.279998779296875,39.310001373291016,38.310001373291016,39.0099983215332,6753900
2024-10-07,37.79999923706055,39.2400016784668,37.415000915527344,39.18000030517578,8345100
2024-10-08,37.5,38.65999984741211,37.380001068115234,37.88999938964844,6697700
2024-10-09,38.279998779296875,38.45000076293945,37.58000183105469,37.650001525878906,5402100
2024-10-10,38.040000915527344,38.310001373291016,37.345001220703125,38.04999923706055,4920600
2024-10-11,38.439998626708984,39.06999969482422,37.83000183105469,37.88999938964844,8410700
2024-10-14,37.93000030517578,38.58000183105469,37.459999084472656,38.47999954223633,7343100
2024-10-15,38.13999938964844,38.22999954223633,37.18000030517578,37.801998138427734,6921800
2024-10-16,37.20000076293945,38.63999938964844,37.11000061035156,38.20000076293945,6953200
2024-10-17,37.650001525878906,37.93000030517578,36.29999923706055,37.5099983215332,7753600
2024-10-18,38.459999084472656,39.349998474121094,38.119998931884766,38.709999084472656,7605800
2024-10-21,37.15999984741211,38.2599983215332,36.595001220703125,38.11000061035156,11964600
2024-10-22,37.66999816894531,37.939998626708984,36.849998474121094,36.88999938964844,5420200
2024-10-23,36.599998474121094,37.775001525878906,36.4900016784668,37.439998626708984,4120300
2024-10-24,36.779998779296875,37.02000045776367,36.34000015258789,36.81999969482422,4091000
2024-10-25,36.470001220703125,37.029998779296875,35.810001373291016,36.970001220703125,8753400
2024-10-28,36.560001373291016,36.900001525878906,36.0,36.900001525878906,7903800
2024-10-29,36.77000045776367,36.91999816894531,36.029998779296875,36.54999923706055,6928700
2024-10-30,36.869998931884766,37.29999923706055,36.349998474121094,36.66999816894531,4831900
2024-10-31,35.31999969482422,36.75,35.29999923706055,36.709999084472656,7213700
