Date,Close,High,Low,Open,Volume
2024-05-29,28.520000457763672,28.6299991607666,28.170000076293945,28.399999618530273,994200
2024-05-30,27.75,28.545000076293945,27.469999313354492,28.5,1239400
2024-05-31,27.729999542236328,28.31999969482422,27.5,27.799999237060547,1544400
2024-06-03,27.639999389648438,27.989999771118164,27.469999313354492,27.989999771118164,1027400
2024-06-04,27.709999084472656,27.75,27.299999237060547,27.5,926700
2024-06-05,28.489999771118164,28.729999542236328,27.600000381469727,27.8700008392334,938200
2024-06-06,29.200000762939453,29.200000762939453,28.360000610351562,28.459999084472656,1077500
2024-06-07,29.469999313354492,29.53700065612793,28.82200050354004,29.020000457763672,914700
2024-06-10,29.559999465942383,29.68000030517578,29.1299991607666,29.1299991607666,1113700
2024-06-11,29.8700008392334,29.934999465942383,29.18000030517578,29.540000915527344,966200
2024-06-12,29.649999618530273,30.5,29.43000030517578,30.0,1368400
2024-06-13,29.600000381469727,30.1299991607666,29.260000228881836,29.6200008392334,2007600
2024-06-14,29.860000610351562,29.899999618530273,29.239999771118164,29.5,1096400
2024-06-17,28.079999923706055,29.829999923706055,28.049999237060547,29.579999923706055,1964100
2024-06-18,27.559999465942383,28.360000610351562,27.440000534057617,28.110000610351562,1446600
2024-06-20,27.149999618530273,27.399999618530273,26.8700008392334,27.299999237060547,1104900
2024-06-21,27.520000457763672,27.530000686645508,27.040000915527344,27.149999618530273,1593500
2024-06-24,27.540000915527344,28.110000610351562,27.489999771118164,27.600000381469727,1416900
2024-06-25,27.719999313354492,27.989999771118164,27.450000762939453,27.579999923706055,991500
2024-06-26,27.670000076293945,27.670000076293945,27.170000076293945,27.6299991607666,681500
2024-06-27,27.829999923706055,27.985000610351562,27.34000015258789,27.670000076293945,1158200
2024-06-28,27.969999313354492,28.110000610351562,27.540000915527344,27.8799991607666,1995800
2024-07-01,27.469999313354492,28.489999771118164,27.424999237060547,28.0,815800
2024-07-02,26.959999084472656,27.600000381469727,26.84000015258789,27.450000762939453,2792100
2024-07-03,26.3700008392334,26.975000381469727,26.360000610351562,26.860000610351562,1170600
2024-07-05,27.5,27.707000732421875,26.299999237060547,26.459999084472656,2409700
2024-07-08,27.18000030517578,27.40999984741211,26.809999465942383,27.31999969482422,947600
2024-07-09,27.3700008392334,27.56999969482422,27.06999969482422,27.459999084472656,786400
2024-07-10,26.6299991607666,27.5,26.34000015258789,27.440000534057617,1265000
2024-07-11,27.09000015258789,27.475000381469727,26.84000015258789,27.100000381469727,1900500
2024-07-12,27.5,27.614999771118164,27.0,27.190000534057617,971300
2024-07-15,28.459999084472656,28.530000686645508,27.551000595092773,27.6200008392334,971100
2024-07-16,29.350000381469727,29.350000381469727,28.559999465942383,28.670000076293945,1029900
2024-07-17,28.989999771118164,29.584999084472656,28.889999389648438,29.059999465942383,941300
2024-07-18,27.59000015258789,27.94499969482422,26.5,26.610000610351562,2362600
2024-07-19,28.219999313354492,28.530000686645508,27.149999618530273,27.579999923706055,1177000
2024-07-22,28.780000686645508,28.780000686645508,27.934999465942383,28.489999771118164,1114600
2024-07-23,28.229999542236328,28.979999542236328,28.190000534057617,28.40999984741211,1336100
2024-07-24,27.8799991607666,28.18000030517578,27.209999084472656,28.0,1492300
2024-07-25,28.020000457763672,28.579999923706055,27.760000228881836,27.809999465942383,928700
2024-07-26,28.15999984741211,28.510000228881836,27.65999984741211,28.3799991607666,1040100
2024-07-29,28.239999771118164,28.655000686645508,27.93000030517578,28.219999313354492,770300
2024-07-30,28.65999984741211,28.739999771118164,27.90999984741211,28.329999923706055,956000
2024-07-31,28.0,28.969999313354492,27.950000762939453,28.780000686645508,1294500
2024-08-01,27.389999389648438,28.440000534057617,27.15999984741211,28.020000457763672,1127000
2024-08-02,26.989999771118164,27.149999618530273,26.208999633789062,26.6299991607666,936200
2024-08-05,25.989999771118164,26.59000015258789,25.003999710083008,25.540000915527344,1484100
2024-08-06,26.25,26.329999923706055,25.684999465942383,26.06999969482422,1144700
2024-08-07,25.5,26.459999084472656,25.450000762939453,26.43000030517578,1457100
2024-08-08,25.65999984741211,25.895000457763672,25.360000610351562,25.579999923706055,2467700
2024-08-09,35.599998474121094,35.790000915527344,32.58000183105469,32.70000076293945,11796500
2024-08-12,34.95000076293945,37.25,34.630001068115234,36.0099983215332,5168200
2024-08-13,35.58000183105469,36.64699935913086,34.790000915527344,35.25,3450200
2024-08-14,35.4900016784668,35.90999984741211,34.91999816894531,35.709999084472656,1839200
2024-08-15,34.970001220703125,35.689998626708984,34.650001525878906,35.400001525878906,3539400
2024-08-16,35.75,35.81999969482422,34.33700180053711,34.630001068115234,2324800
2024-08-19,36.029998779296875,36.31999969482422,35.43000030517578,35.97999954223633,1659500
