Date,Close,High,Low,Open,Volume
2024-05-29,12.510000228881836,13.039999961853027,12.510000228881836,12.510000228881836,337700
2024-05-30,12.850000381469727,13.029999732971191,12.529999732971191,12.529999732971191,225700
2024-05-31,12.619999885559082,13.140000343322754,11.869999885559082,13.140000343322754,350600
2024-06-03,14.40999984741211,14.869999885559082,13.100000381469727,13.470000267028809,1171900
2024-06-04,14.640000343322754,14.65999984741211,13.850000381469727,14.380000114440918,445000
2024-06-05,15.100000381469727,15.300000190734863,14.619999885559082,14.75,719500
2024-06-06,15.15999984741211,15.739999771118164,14.760000228881836,14.90999984741211,501300
2024-06-07,14.5600004196167,15.460000038146973,14.449999809265137,14.979999542236328,314600
2024-06-10,15.779999732971191,16.229999542236328,14.430000305175781,14.449999809265137,1143000
2024-06-11,15.319999694824219,15.779999732971191,14.6899995803833,15.779999732971191,529400
2024-06-12,16.25,16.450000762939453,15.569999694824219,16.18000030517578,468700
2024-06-13,15.640000343322754,16.780000686645508,15.420000076293945,16.5,479400
2024-06-14,15.149999618530273,15.600000381469727,14.84000015258789,15.390000343322754,387800
2024-06-17,15.140000343322754,15.380000114440918,14.670000076293945,14.970000267028809,369900
2024-06-18,13.819999694824219,15.170000076293945,13.270000457763672,15.069999694824219,631600
2024-06-20,13.4399995803833,14.0,13.289999961853027,13.800000190734863,370600
2024-06-21,13.34000015258789,13.449999809265137,12.670000076293945,13.380000114440918,476300
2024-06-24,13.609999656677246,13.970000267028809,13.1899995803833,13.3100004196167,322700
2024-06-25,14.15999984741211,14.329999923706055,13.520000457763672,13.520000457763672,309700
2024-06-26,14.079999923706055,14.779999732971191,13.949999809265137,14.0600004196167,314300
2024-06-27,14.430000305175781,14.619999885559082,13.949999809265137,14.0600004196167,284100
2024-06-28,14.829999923706055,15.020000457763672,14.359999656677246,14.569999694824219,1020700
2024-07-01,15.449999809265137,16.030000686645508,14.800000190734863,14.899999618530273,473700
2024-07-02,15.149999618530273,15.90999984741211,14.949999809265137,15.470000267028809,361900
2024-07-03,14.979999542236328,15.819999694824219,14.880000114440918,15.109999656677246,207900
2024-07-05,14.970000267028809,15.0,14.649999618530273,14.850000381469727,237300
2024-07-08,16.850000381469727,17.549999237060547,15.15999984741211,15.25,875900
2024-07-09,17.459999084472656,17.75,16.559999465942383,17.170000076293945,663200
2024-07-10,16.68000030517578,17.649999618530273,16.34000015258789,17.59000015258789,433400
2024-07-11,16.559999465942383,17.100000381469727,16.010000228881836,17.0,370800
2024-07-12,16.920000076293945,17.170000076293945,16.600000381469727,16.809999465942383,315000
2024-07-15,20.170000076293945,20.989999771118164,17.350000381469727,17.6299991607666,2255200
2024-07-16,21.34000015258789,21.579999923706055,20.09000015258789,20.520000457763672,1398500
2024-07-17,19.6200008392334,21.1200008392334,19.079999923706055,20.709999084472656,658400
2024-07-18,18.950000762939453,20.260000228881836,18.75,19.719999313354492,396600
2024-07-19,17.649999618530273,18.899999618530273,17.350000381469727,18.899999618530273,641300
2024-07-22,17.6299991607666,18.56999969482422,17.020000457763672,18.100000381469727,435900
2024-07-23,17.719999313354492,18.170000076293945,17.229999542236328,17.420000076293945,299500
2024-07-24,17.209999084472656,17.520000457763672,17.100000381469727,17.3700008392334,259200
2024-07-25,17.31999969482422,17.989999771118164,16.610000610351562,17.34000015258789,362300
2024-07-26,19.760000228881836,20.079999923706055,17.979999542236328,18.040000915527344,780600
2024-07-29,18.770000457763672,21.1200008392334,18.520000457763672,20.309999465942383,696800
2024-07-30,18.75,19.940000534057617,18.31999969482422,19.0,378000
2024-07-31,19.350000381469727,20.049999237060547,18.760000228881836,19.079999923706055,463200
2024-08-01,18.040000915527344,19.959999084472656,17.600000381469727,19.3799991607666,490800
2024-08-02,16.770000457763672,17.6299991607666,16.229999542236328,16.90999984741211,549200
2024-08-05,15.84000015258789,16.399999618530273,13.5600004196167,14.600000381469727,657600
2024-08-06,16.639999389648438,17.0,15.5,16.0,472700
2024-08-07,15.460000038146973,17.25,15.329999923706055,17.0,404300
2024-08-08,16.3799991607666,16.43000030517578,15.600000381469727,15.8100004196167,566300
2024-08-09,18.549999237060547,21.100000381469727,17.110000610351562,20.5,1720100
2024-08-12,18.469999313354492,20.110000610351562,17.959999084472656,19.200000762939453,899800
2024-08-13,16.43000030517578,19.350000381469727,15.779999732971191,18.719999313354492,1291100
2024-08-14,16.489999771118164,17.190000534057617,16.260000228881836,16.549999237060547,594400
2024-08-15,17.1200008392334,17.190000534057617,15.670000076293945,16.59000015258789,560600
