Date,Close,High,Low,Open,Volume
2024-05-29,6.139999866485596,6.269999980926514,6.099999904632568,6.269999980926514,59700
2024-05-30,6.340000152587891,6.480000019073486,6.199999809265137,6.21999979019165,152800
2024-05-31,6.840000152587891,6.840000152587891,6.380000114440918,6.389999866485596,291100
2024-06-03,6.880000114440918,7.130000114440918,6.698999881744385,6.909999847412109,304600
2024-06-04,6.769999980926514,6.849999904632568,6.510000228881836,6.849999904632568,304500
2024-06-05,6.760000228881836,6.874000072479248,6.625,6.769999980926514,143300
2024-06-06,6.885000228881836,6.96999979019165,6.610000133514404,6.769999980926514,215300
2024-06-07,6.619999885559082,6.820000171661377,6.559999942779541,6.699999809265137,325900
2024-06-10,6.789999961853027,6.829999923706055,6.46999979019165,6.599999904632568,197400
2024-06-11,6.789999961853027,6.789999961853027,6.610000133514404,6.789999961853027,100600
2024-06-12,6.769999980926514,7.0,6.75,6.880000114440918,143900
2024-06-13,6.679999828338623,6.771999835968018,6.618000030517578,6.769999980926514,128800
2024-06-14,6.639999866485596,6.679999828338623,6.599999904632568,6.659999847412109,85400
2024-06-17,6.75,6.829999923706055,6.630000114440918,6.670000076293945,113300
2024-06-18,6.849999904632568,6.961999893188477,6.75,6.760000228881836,145300
2024-06-20,6.829999923706055,6.920000076293945,6.715000152587891,6.849999904632568,209900
2024-06-21,6.570000171661377,6.809999942779541,6.5,6.809999942779541,236500
2024-06-24,6.400000095367432,6.75,6.380000114440918,6.550000190734863,148900
2024-06-25,5.570000171661377,6.460000038146973,5.570000171661377,6.460000038146973,341500
2024-06-26,5.304999828338623,5.5,5.019999980926514,5.5,314100
2024-06-27,5.050000190734863,5.360000133514404,5.019999980926514,5.25,225400
2024-06-28,5.199999809265137,5.28000020980835,5.010000228881836,5.139999866485596,674600
2024-07-01,5.110000133514404,5.2769999504089355,5.0879998207092285,5.159999847412109,140000
2024-07-02,5.199999809265137,5.409999847412109,5.119999885559082,5.119999885559082,135400
2024-07-03,5.269999980926514,5.480000019073486,5.25,5.28000020980835,67200
2024-07-05,5.375,5.559999942779541,5.230000019073486,5.369999885559082,124700
2024-07-08,5.340000152587891,5.440000057220459,5.300000190734863,5.360000133514404,123100
2024-07-09,5.230000019073486,5.486999988555908,5.21999979019165,5.360000133514404,53100
2024-07-10,5.369999885559082,5.369999885559082,5.190000057220459,5.28000020980835,101200
2024-07-11,5.809999942779541,5.840000152587891,5.34499979019165,5.46999979019165,201100
2024-07-12,5.809999942779541,6.059999942779541,5.75,5.78000020980835,260600
