Date,Close,High,Low,Open,Volume
2024-05-29,58.099998474121094,59.88999938964844,57.77000045776367,58.4900016784668,2733400
2024-05-30,59.09000015258789,59.22999954223633,58.0099983215332,58.939998626708984,3107900
2024-05-31,59.4900016784668,60.97999954223633,58.70000076293945,59.369998931884766,3572000
2024-06-03,57.91999816894531,61.095001220703125,57.310001373291016,60.810001373291016,4301500
2024-06-04,56.369998931884766,57.54999923706055,56.130001068115234,57.41999816894531,3749300
2024-06-05,58.77000045776367,59.13999938964844,56.08000183105469,56.86000061035156,3760200
2024-06-06,59.439998626708984,60.2400016784668,57.22999954223633,57.22999954223633,2832500
2024-06-07,56.45000076293945,57.900001525878906,56.05500030517578,57.790000915527344,3285000
2024-06-10,57.04999923706055,57.470001220703125,55.560001373291016,55.81999969482422,2785400
2024-06-11,58.060001373291016,59.06999969482422,56.11000061035156,56.66999816894531,4235000
2024-06-12,59.45000076293945,62.43000030517578,59.099998474121094,61.970001220703125,4665300
2024-06-13,54.56999969482422,60.16999816894531,54.189998626708984,60.15999984741211,4984300
2024-06-14,52.619998931884766,53.91999816894531,51.45000076293945,53.29999923706055,4741700
2024-06-17,53.290000915527344,54.75,52.599998474121094,52.630001068115234,2692500
2024-06-18,52.209999084472656,53.439998626708984,51.779998779296875,52.95000076293945,2863800
2024-06-20,52.29999923706055,52.481998443603516,50.85499954223633,51.849998474121094,3234900
2024-06-21,52.25,52.38999938964844,51.040000915527344,51.25,2617700
2024-06-24,50.97999954223633,53.06999969482422,50.91999816894531,52.459999084472656,3445400
2024-06-25,49.79999923706055,51.0,49.54999923706055,50.720001220703125,3058800
2024-06-26,50.22999954223633,51.34000015258789,49.0,49.61000061035156,2916600
2024-06-27,52.25,52.41999816894531,50.630001068115234,50.72999954223633,3969600
2024-06-28,52.72999954223633,52.90999984741211,50.68000030517578,52.60499954223633,5424300
2024-07-01,50.54999923706055,52.970001220703125,50.13999938964844,52.79999923706055,2717200
2024-07-02,51.540000915527344,51.63999938964844,49.7859992980957,50.79999923706055,2583100
2024-07-03,51.4900016784668,52.54999923706055,51.0,51.540000915527344,1593100
2024-07-05,51.45000076293945,52.494998931884766,50.849998474121094,51.34000015258789,1759000
2024-07-08,52.9900016784668,53.310001373291016,50.95000076293945,51.720001220703125,3452300
2024-07-09,52.81999969482422,53.43000030517578,51.56999969482422,52.189998626708984,2225500
2024-07-10,53.40999984741211,53.70000076293945,51.349998474121094,53.290000915527344,2929000
2024-07-11,55.25,56.45000076293945,54.16999816894531,55.95000076293945,4123400
2024-07-12,56.88999938964844,58.41999816894531,55.667999267578125,55.7400016784668,4494800
2024-07-15,53.56999969482422,56.400001525878906,53.470001220703125,56.09000015258789,4656000
2024-07-16,57.22999954223633,57.36000061035156,54.09000015258789,54.09000015258789,4279200
2024-07-17,54.040000915527344,57.310001373291016,52.97999954223633,55.45000076293945,3820600
2024-07-18,52.02000045776367,57.0099983215332,51.83000183105469,55.0,5004200
2024-07-19,51.369998931884766,52.900001525878906,51.02000045776367,51.77000045776367,2867700
2024-07-22,51.13999938964844,53.119998931884766,50.529998779296875,52.130001068115234,3034100
2024-07-23,52.619998931884766,53.375,50.7400016784668,50.959999084472656,4452300
2024-07-24,48.040000915527344,52.06999969482422,47.93299865722656,51.5,4812200
2024-07-25,49.119998931884766,50.849998474121094,47.25,47.58000183105469,4884800
2024-07-26,53.02000045776367,53.779998779296875,50.130001068115234,50.130001068115234,5022500
2024-07-29,54.0,54.88999938964844,52.599998474121094,53.82500076293945,5698200
2024-07-30,54.04999923706055,55.220001220703125,52.400001525878906,54.880001068115234,4581000
