Date,Close,High,Low,Open,Volume
2024-05-29,190.30999755859375,191.17999267578125,189.44000244140625,189.94000244140625,311700
2024-05-30,186.47999572753906,191.47000122070312,186.27000427246094,189.5,567600
2024-05-31,183.57000732421875,187.0500030517578,182.10000610351562,187.0500030517578,777600
2024-06-03,178.3699951171875,184.07000732421875,177.47999572753906,184.0,831500
2024-06-04,170.89999389648438,178.52000427246094,170.24000549316406,178.3699951171875,2104200
2024-06-05,161.77999877929688,166.27000427246094,155.22999572753906,163.94000244140625,3101900
2024-06-06,168.82000732421875,170.05999755859375,158.35000610351562,158.35000610351562,1272500
2024-06-07,168.75,171.3699951171875,167.3699951171875,169.9600067138672,912300
2024-06-10,175.0800018310547,181.7100067138672,172.77999877929688,181.3000030517578,1653200
2024-06-11,174.94000244140625,175.89999389648438,169.72999572753906,174.0,971000
2024-06-12,174.17999267578125,177.2899932861328,173.0,176.25999450683594,1023300
2024-06-13,168.14999389648438,174.85000610351562,167.38999938964844,174.27000427246094,616700
2024-06-14,167.89999389648438,169.69000244140625,166.1199951171875,169.0,662500
2024-06-17,167.05999755859375,168.55999755859375,164.5500030517578,167.89999389648438,541000
2024-06-18,166.64999389648438,167.14999389648438,163.8000030517578,167.10000610351562,766700
2024-06-20,164.63999938964844,165.33999633789062,160.74000549316406,165.33999633789062,913900
2024-06-21,164.6699981689453,168.74000549316406,163.47000122070312,165.8000030517578,859600
2024-06-24,162.2899932861328,166.94000244140625,162.1699981689453,163.61000061035156,706300
2024-06-25,162.1999969482422,164.97000122070312,161.0800018310547,162.2899932861328,817500
2024-06-26,162.57000732421875,163.92999267578125,161.3800048828125,162.00999450683594,545400
2024-06-27,168.69000244140625,169.19000244140625,161.25999450683594,162.4199981689453,1078900
2024-06-28,171.97000122070312,172.99000549316406,169.27000427246094,169.75999450683594,530700
2024-07-01,168.60000610351562,173.10000610351562,167.89999389648438,172.6699981689453,413600
2024-07-02,169.5399932861328,169.85000610351562,167.52000427246094,167.7899932861328,348900
2024-07-03,169.88999938964844,171.13999938964844,168.41000366210938,169.08999633789062,228700
2024-07-05,171.19000244140625,172.5800018310547,169.52000427246094,169.89999389648438,424200
2024-07-08,173.72000122070312,173.72000122070312,169.86000061035156,171.5500030517578,427100
2024-07-09,172.72000122070312,175.47000122070312,171.83999633789062,173.9600067138672,593700
2024-07-10,171.55999755859375,171.9199981689453,169.1699981689453,171.35000610351562,489500
2024-07-11,170.50999450683594,175.0,170.50999450683594,171.77000427246094,441700
2024-07-12,174.19000244140625,174.92999267578125,170.66000366210938,172.0,284200
2024-07-15,178.32000732421875,179.89999389648438,174.3800048828125,175.25999450683594,706700
2024-07-16,181.72999572753906,182.64999389648438,177.86000061035156,179.38999938964844,458600
2024-07-17,180.7899932861328,182.8699951171875,177.80999755859375,180.57000732421875,531500
2024-07-18,178.13999938964844,182.6199951171875,177.16000366210938,182.08999633789062,564800
2024-07-19,176.89999389648438,179.07000732421875,175.1300048828125,177.52999877929688,274800
2024-07-22,181.42999267578125,182.57000732421875,179.13999938964844,180.8000030517578,405400
2024-07-23,184.0,185.41000366210938,181.7899932861328,182.33999633789062,415500
2024-07-24,180.94000244140625,185.11000061035156,180.27000427246094,184.39999389648438,382000
2024-07-25,181.8000030517578,184.02000427246094,180.5800018310547,181.0800018310547,605200
2024-07-26,180.99000549316406,183.38999938964844,180.77999877929688,183.0,322100
2024-07-29,179.9199981689453,182.39999389648438,179.83999633789062,180.25,310100
2024-07-30,180.11000061035156,183.22000122070312,178.72000122070312,181.32000732421875,270600
2024-07-31,181.0,184.6199951171875,180.61000061035156,181.64999389648438,451200
2024-08-01,176.72999572753906,183.22000122070312,176.52000427246094,181.1199951171875,411900
2024-08-02,171.75999450683594,172.8300018310547,169.44000244140625,172.44000244140625,304600
2024-08-05,169.0500030517578,170.0,163.3000030517578,163.3800048828125,605500
2024-08-06,168.10000610351562,170.50999450683594,167.5800018310547,168.86000061035156,606700
2024-08-07,164.50999450683594,171.50999450683594,164.35000610351562,169.05999755859375,465400
2024-08-08,171.0,171.0,166.25,167.02999877929688,466600
2024-08-09,157.57000732421875,167.52000427246094,151.52000427246094,166.77999877929688,1378700
2024-08-12,154.9499969482422,159.27999877929688,153.72999572753906,158.11000061035156,731000
2024-08-13,160.05999755859375,161.05999755859375,155.50999450683594,155.50999450683594,686500
2024-08-14,166.77999877929688,167.5500030517578,162.30999755859375,162.89999389648438,1131000
2024-08-15,174.3699951171875,177.19000244140625,166.8000030517578,175.0800018310547,1624900
2024-08-16,177.3000030517578,177.74000549316406,172.1699981689453,173.60000610351562,852000
2024-08-19,184.9600067138672,186.72000122070312,178.67999267578125,179.0800018310547,784000
2024-08-20,178.6300048828125,185.6999969482422,178.3800048828125,184.5,296900
2024-08-21,179.02000427246094,180.38999938964844,177.14999389648438,179.0,458000
2024-08-22,176.1300048828125,179.72000122070312,175.94000244140625,179.14999389648438,285800
2024-08-23,178.25999450683594,180.1300048828125,177.14999389648438,179.3000030517578,216300
2024-08-26,180.58999633789062,183.61000061035156,179.5,179.7899932861328,429600
2024-08-27,181.39999389648438,182.8300018310547,179.50999450683594,179.50999450683594,608000
2024-08-28,174.75,181.16000366210938,172.27000427246094,181.0,334400
2024-08-29,174.32000732421875,177.8000030517578,173.97000122070312,175.60000610351562,523700
2024-08-30,173.74000549316406,177.27000427246094,172.19000244140625,175.1300048828125,439200
2024-09-03,166.22999572753906,173.7100067138672,166.05999755859375,173.08999633789062,643700
2024-09-04,165.50999450683594,167.44000244140625,164.1999969482422,165.60000610351562,654800
2024-09-05,162.44000244140625,165.64999389648438,161.75,164.72000122070312,461300
2024-09-06,159.13999938964844,164.55999755859375,158.9499969482422,163.89999389648438,349100
2024-09-09,161.67999267578125,163.10000610351562,159.9499969482422,160.0500030517578,377200
2024-09-10,160.66000366210938,161.8300018310547,159.6699981689453,161.44000244140625,567100
2024-09-11,162.1199951171875,162.3800048828125,159.75999450683594,160.10000610351562,342700
2024-09-12,163.5500030517578,165.10000610351562,162.4600067138672,162.63999938964844,790300
