Date,Close,High,Low,Open,Volume
2024-05-29,68.06999969482422,68.81999969482422,66.94999694824219,68.56999969482422,3491200
2024-05-30,67.1500015258789,67.5,66.37000274658203,67.2300033569336,4296600
2024-05-31,67.5199966430664,67.66999816894531,65.7300033569336,66.87000274658203,3874300
2024-06-03,69.3499984741211,69.56999969482422,67.80999755859375,67.87999725341797,4392400
2024-06-04,70.08000183105469,70.0999984741211,68.2509994506836,68.87000274658203,3984700
2024-06-05,71.12999725341797,71.66999816894531,69.69000244140625,69.69000244140625,3738600
2024-06-06,72.0,72.1989974975586,70.61000061035156,70.6500015258789,3047500
2024-06-07,72.47000122070312,72.80000305175781,71.41500091552734,71.44999694824219,4371900
2024-06-10,72.97000122070312,73.58999633789062,71.9000015258789,72.02999877929688,3195100
2024-06-11,73.30000305175781,73.55000305175781,72.01000213623047,72.70999908447266,4863700
2024-06-12,73.87999725341797,74.56999969482422,73.3499984741211,73.74500274658203,5112100
2024-06-13,74.55999755859375,75.58899688720703,74.0,74.05999755859375,3806200
2024-06-14,74.41999816894531,74.52999877929688,73.16999816894531,73.84500122070312,3300500
2024-06-17,74.91999816894531,75.80000305175781,73.91999816894531,74.5199966430664,4423100
2024-06-18,76.27999877929688,76.27999877929688,74.41000366210938,75.0,2867400
2024-06-20,76.0,76.30999755859375,74.72000122070312,76.30999755859375,5180200
2024-06-21,75.41999816894531,76.31999969482422,75.0999984741211,76.16999816894531,5998900
2024-06-24,75.88999938964844,76.5999984741211,75.02999877929688,75.30999755859375,3156800
2024-06-25,74.19000244140625,74.23999786376953,71.25,71.9000015258789,10299600
2024-06-26,74.9000015258789,75.63999938964844,73.41000366210938,73.87000274658203,4027000
2024-06-27,74.51000213623047,74.9800033569336,73.86000061035156,74.51000213623047,4855900
2024-06-28,71.41999816894531,73.75,70.44999694824219,73.5,9941100
2024-07-01,69.38999938964844,69.80000305175781,67.0,67.80999755859375,10843900
2024-07-02,70.33999633789062,70.37000274658203,67.88999938964844,68.5,5764600
2024-07-03,71.48999786376953,72.05000305175781,70.43000030517578,71.06999969482422,3098600
2024-07-05,71.87999725341797,72.08999633789062,70.4000015258789,71.5,4945500
2024-07-08,72.95999908447266,73.08999633789062,70.94999694824219,71.44999694824219,3084700
2024-07-09,73.54000091552734,74.9000015258789,72.8499984741211,73.5,4753000
2024-07-10,74.70999908447266,74.79000091552734,73.02999877929688,74.0,3388300
2024-07-11,73.9000015258789,75.86000061035156,73.72000122070312,74.9000015258789,2593800
2024-07-12,73.83000183105469,75.69999694824219,73.43000030517578,75.12000274658203,2650200
2024-07-15,71.87000274658203,75.13999938964844,70.62999725341797,74.69000244140625,3966900
2024-07-16,71.22000122070312,71.8499984741211,70.45500183105469,71.55999755859375,2785100
2024-07-17,69.63999938964844,70.86000061035156,68.46499633789062,70.86000061035156,3844400
2024-07-18,68.76000213623047,70.2300033569336,67.77999877929688,70.0,2970700
2024-07-19,68.3499984741211,68.76000213623047,67.69000244140625,67.69999694824219,3006800
2024-07-22,67.47000122070312,69.19999694824219,67.06999969482422,69.0,3701300
2024-07-23,66.9800033569336,67.5199966430664,66.16000366210938,67.0,4762300
2024-07-24,65.20999908447266,66.55000305175781,65.19999694824219,66.0,2147000
2024-07-25,64.0999984741211,64.7699966430664,63.29999923706055,64.01000213623047,4269000
2024-07-26,65.33999633789062,66.88999938964844,64.30000305175781,64.62000274658203,3704100
2024-07-29,65.62000274658203,67.76000213623047,65.44999694824219,65.7699966430664,2751200
2024-07-30,65.04000091552734,66.04000091552734,64.19999694824219,64.9800033569336,4039400
2024-07-31,65.69999694824219,66.93000030517578,65.19999694824219,66.37999725341797,2496500
2024-08-01,64.05000305175781,65.61000061035156,63.5099983215332,65.5199966430664,2691700
2024-08-02,60.75,62.54999923706055,59.90999984741211,61.86000061035156,6838200
2024-08-05,59.939998626708984,61.08000183105469,55.0,55.0,7424700
2024-08-06,60.63999938964844,60.91999816894531,58.33000183105469,59.93000030517578,4807800
2024-08-07,60.72999954223633,62.5,60.70000076293945,60.79999923706055,3652400
2024-08-08,62.65999984741211,62.70000076293945,61.060001373291016,61.560001373291016,3241800
2024-08-09,64.86000061035156,64.88999938964844,62.400001525878906,62.540000915527344,4376000
2024-08-12,66.91999816894531,67.08999633789062,65.1500015258789,65.25,9319700
2024-08-13,74.8499984741211,74.91999816894531,70.0,70.5,16258300
2024-08-14,76.80000305175781,78.25,75.7300033569336,75.7300033569336,8517500
2024-08-15,79.29000091552734,79.90499877929688,77.25,77.55999755859375,9540900
2024-08-16,78.81999969482422,80.08000183105469,78.79000091552734,79.5,5658600
2024-08-19,82.2300033569336,82.30000305175781,78.19999694824219,78.9000015258789,6781600
2024-08-20,81.05999755859375,82.83000183105469,80.4800033569336,82.55000305175781,6149000
