Date,Close,High,Low,Open,Volume
2024-05-29,6.0,6.099999904632568,5.760000228881836,5.989999771118164,554500
2024-05-30,6.170000076293945,6.190000057220459,5.989999771118164,6.070000171661377,392500
2024-05-31,6.179999828338623,6.409999847412109,6.090000152587891,6.210000038146973,1024300
2024-06-03,6.239999771118164,6.46999979019165,6.059999942779541,6.239999771118164,466700
2024-06-04,6.199999809265137,6.25,5.949999809265137,6.25,444600
2024-06-05,6.230000019073486,6.329999923706055,6.039999961853027,6.25,519000
2024-06-06,6.0,6.300000190734863,6.0,6.230000019073486,353300
2024-06-07,5.809999942779541,5.980000019073486,5.789999961853027,5.929999828338623,286400
2024-06-10,5.900000095367432,5.909999847412109,5.570000171661377,5.769999980926514,560400
2024-06-11,6.199999809265137,6.199999809265137,5.789999961853027,5.889999866485596,342300
2024-06-12,6.389999866485596,6.440000057220459,6.300000190734863,6.380000114440918,792200
2024-06-13,6.480000019073486,6.489999771118164,6.28000020980835,6.400000095367432,471600
2024-06-14,6.230000019073486,6.409999847412109,6.150000095367432,6.409999847412109,369700
2024-06-17,5.989999771118164,6.340000152587891,5.989999771118164,6.190000057220459,504900
2024-06-18,5.710000038146973,6.019999980926514,5.690000057220459,5.949999809265137,380000
2024-06-20,5.159999847412109,5.690000057220459,5.159999847412109,5.659999847412109,458000
2024-06-21,5.25,5.349999904632568,5.130000114440918,5.190000057220459,1373800
2024-06-24,5.210000038146973,5.420000076293945,5.199999809265137,5.25,412200
2024-06-25,4.769999980926514,5.260000228881836,4.570000171661377,5.139999866485596,11792400
2024-06-26,4.380000114440918,4.760000228881836,4.320000171661377,4.630000114440918,1412200
2024-06-27,4.989999771118164,5.090000152587891,4.25,4.309999942779541,2009900
2024-06-28,4.989999771118164,5.179999828338623,4.75,4.940000057220459,3722400
2024-07-01,5.239999771118164,5.269999980926514,4.869999885559082,4.940000057220459,614100
2024-07-02,5.21999979019165,5.349999904632568,5.070000171661377,5.25,896000
2024-07-03,5.320000171661377,5.349999904632568,5.210000038146973,5.25,265800
2024-07-05,5.46999979019165,5.519999980926514,5.21999979019165,5.269999980926514,384100
2024-07-08,5.46999979019165,5.760000228881836,5.369999885559082,5.53000020980835,553000
2024-07-09,5.360000133514404,5.559999942779541,5.329999923706055,5.440000057220459,495400
2024-07-10,5.570000171661377,5.570000171661377,5.300000190734863,5.400000095367432,312400
2024-07-11,5.929999828338623,6.210000038146973,5.639999866485596,5.659999847412109,1327300
2024-07-12,5.619999885559082,6.21999979019165,5.550000190734863,5.989999771118164,1129700
2024-07-15,5.989999771118164,6.050000190734863,5.630000114440918,5.630000114440918,634800
2024-07-16,5.989999771118164,6.179999828338623,5.960000038146973,6.110000133514404,813200
2024-07-17,5.909999847412109,5.989999771118164,5.739999771118164,5.920000076293945,496400
2024-07-18,5.730000019073486,6.0,5.690000057220459,5.869999885559082,487900
2024-07-19,5.840000152587891,5.920000076293945,5.730000019073486,5.78000020980835,718100
2024-07-22,6.179999828338623,6.190000057220459,5.860000133514404,5.860000133514404,1274600
2024-07-23,6.269999980926514,6.480000019073486,6.139999866485596,6.179999828338623,904600
2024-07-24,6.150000095367432,6.380000114440918,6.059999942779541,6.210000038146973,327700
2024-07-25,6.300000190734863,6.559999942779541,6.110000133514404,6.150000095367432,841200
2024-07-26,6.53000020980835,6.550000190734863,6.320000171661377,6.440000057220459,421900
2024-07-29,6.510000228881836,6.570000171661377,6.329999923706055,6.550000190734863,521300
2024-07-30,6.559999942779541,6.650000095367432,6.340000152587891,6.550000190734863,832200
2024-07-31,6.610000133514404,6.860000133514404,6.409999847412109,6.639999866485596,1164800
2024-08-01,6.159999847412109,6.570000171661377,6.070000171661377,6.519999980926514,771200
2024-08-02,5.940000057220459,6.070000171661377,5.679999828338623,5.699999809265137,734100
2024-08-05,5.889999866485596,5.96999979019165,5.420000076293945,5.639999866485596,937400
2024-08-06,5.96999979019165,6.139999866485596,5.869999885559082,6.019999980926514,747100
2024-08-07,5.980000019073486,6.119999885559082,5.889999866485596,6.119999885559082,1152400
2024-08-08,5.739999771118164,6.090000152587891,5.400000095367432,6.090000152587891,724700
2024-08-09,5.409999847412109,5.849999904632568,5.409999847412109,5.75,473600
2024-08-12,5.369999885559082,5.519999980926514,5.119999885559082,5.5,542000
2024-08-13,5.570000171661377,5.619999885559082,5.340000152587891,5.480000019073486,467400
2024-08-14,5.570000171661377,5.610000133514404,5.420000076293945,5.579999923706055,641500
2024-08-15,5.809999942779541,5.849999904632568,5.639999866485596,5.679999828338623,368700
2024-08-16,5.679999828338623,5.869999885559082,5.639999866485596,5.800000190734863,379100
2024-08-19,5.829999923706055,5.849999904632568,5.53000020980835,5.650000095367432,772200
2024-08-20,5.889999866485596,5.920000076293945,5.699999809265137,5.869999885559082,587400
2024-08-21,5.849999904632568,5.949999809265137,5.670000076293945,5.929999828338623,419000
2024-08-22,5.519999980926514,5.929999828338623,5.5,5.860000133514404,714700
2024-08-23,5.739999771118164,5.800000190734863,5.489999771118164,5.570000171661377,724800
2024-08-26,5.769999980926514,5.829999923706055,5.610000133514404,5.739999771118164,315800
2024-08-27,5.650000095367432,5.820000171661377,5.579999923706055,5.769999980926514,262200
2024-08-28,5.590000152587891,5.670000076293945,5.550000190734863,5.619999885559082,242900
2024-08-29,5.710000038146973,5.849999904632568,5.550000190734863,5.599999904632568,341100
2024-08-30,5.739999771118164,5.829999923706055,5.630000114440918,5.78000020980835,378000
2024-09-03,5.550000190734863,5.849999904632568,5.510000228881836,5.710000038146973,441300
2024-09-04,5.119999885559082,5.550000190734863,5.070000171661377,5.510000228881836,829700
2024-09-05,5.230000019073486,5.269999980926514,5.059999942779541,5.119999885559082,434200
2024-09-06,5.130000114440918,5.320000171661377,5.039999961853027,5.21999979019165,367000
2024-09-09,5.980000019073486,6.150000095367432,5.309999942779541,5.440000057220459,1378900
2024-09-10,5.960000038146973,6.139999866485596,5.920000076293945,6.059999942779541,514700
2024-09-11,5.900000095367432,6.0,5.840000152587891,5.880000114440918,312300
2024-09-12,5.860000133514404,6.03000020980835,5.840000152587891,5.96999979019165,434600
2024-09-13,5.860000133514404,5.96999979019165,5.769999980926514,5.900000095367432,669800
2024-09-16,5.980000019073486,6.03000020980835,5.710000038146973,5.880000114440918,532800
2024-09-17,5.710000038146973,6.070000171661377,5.690000057220459,6.03000020980835,368000
2024-09-18,5.46999979019165,5.739999771118164,5.46999979019165,5.699999809265137,429200
2024-09-19,5.940000057220459,5.989999771118164,5.659999847412109,5.760000228881836,494500
2024-09-20,5.679999828338623,6.019999980926514,5.679999828338623,5.949999809265137,1777700
2024-09-23,5.340000152587891,5.789999961853027,5.340000152587891,5.690000057220459,499000
2024-09-24,8.1899995803833,8.350000381469727,6.369999885559082,6.409999847412109,15728000
2024-09-25,9.010000228881836,9.920000076293945,8.079999923706055,8.5,8751900
2024-09-26,8.020000457763672,8.550000190734863,8.0,8.319999694824219,8032900
2024-09-27,8.289999961853027,8.4399995803833,8.100000381469727,8.350000381469727,4065600
2024-09-30,8.199999809265137,8.489999771118164,8.069999694824219,8.329999923706055,1215700
2024-10-01,8.300000190734863,8.359999656677246,8.020000457763672,8.15999984741211,1166000
2024-10-02,8.829999923706055,9.100000381469727,8.359999656677246,8.680000305175781,1569600
2024-10-03,8.5,8.949999809265137,8.369999885559082,8.949999809265137,1067800
2024-10-04,8.40999984741211,8.75,8.229999542236328,8.5600004196167,841700
2024-10-07,8.039999961853027,8.510000228881836,8.0,8.390000343322754,942300
2024-10-08,8.0,8.34000015258789,7.849999904632568,7.949999809265137,587200
2024-10-09,8.40999984741211,8.430000305175781,7.849999904632568,7.989999771118164,685700
2024-10-10,8.260000228881836,8.489999771118164,8.140000343322754,8.15999984741211,699600
2024-10-11,8.609999656677246,8.710000038146973,8.149999618530273,8.229999542236328,916000
2024-10-14,8.729999542236328,8.920000076293945,8.550000190734863,8.649999618530273,1394500
2024-10-15,8.5600004196167,8.770000457763672,8.5,8.619999885559082,883200
2024-10-16,14.899999618530273,15.539999961853027,11.979999542236328,12.050000190734863,17326100
2024-10-17,14.609999656677246,15.920000076293945,14.039999961853027,14.779999732971191,4340700
2024-10-18,15.3100004196167,15.390000343322754,14.25,14.65999984741211,2033700
2024-10-21,15.109999656677246,15.25,14.699999809265137,15.069999694824219,1758600
2024-10-22,14.829999923706055,15.220000267028809,14.640000343322754,15.050000190734863,1531900
2024-10-23,14.670000076293945,14.819999694824219,14.119999885559082,14.670000076293945,1469500
2024-10-24,14.819999694824219,14.899999618530273,14.25,14.579999923706055,1220500
