Date,Close,High,Low,Open,Volume
2024-05-29,6.849999904632568,7.199999809265137,6.769999980926514,6.909999847412109,2109500
2024-05-30,7.019999980926514,7.164999961853027,6.880000114440918,6.96999979019165,2244000
2024-05-31,7.510000228881836,7.53000020980835,7.010000228881836,7.039999961853027,2949900
2024-06-03,7.489999771118164,7.909999847412109,7.360000133514404,7.639999866485596,2673800
2024-06-04,7.380000114440918,7.940000057220459,7.300000190734863,7.480000019073486,1776600
2024-06-05,7.300000190734863,7.579999923706055,6.989999771118164,7.409999847412109,1802800
2024-06-06,6.730000019073486,7.329999923706055,6.71999979019165,7.28000020980835,2786700
2024-06-07,6.454999923706055,6.650000095367432,6.050000190734863,6.644999980926514,4100000
2024-06-10,6.260000228881836,6.519999980926514,6.210000038146973,6.480000019073486,2553600
2024-06-11,6.480000019073486,6.610000133514404,6.03000020980835,6.179999828338623,2146100
2024-06-12,6.380000114440918,6.730000019073486,6.300000190734863,6.699999809265137,2619200
2024-06-13,6.610000133514404,6.679999828338623,6.269999980926514,6.389999866485596,1882000
2024-06-14,6.110000133514404,6.539999961853027,6.090000152587891,6.489999771118164,2256900
2024-06-17,5.920000076293945,6.105000019073486,5.824999809265137,6.105000019073486,3351000
2024-06-18,5.909999847412109,5.929999828338623,5.639999866485596,5.929999828338623,3495400
2024-06-20,5.940000057220459,6.079999923706055,5.78000020980835,5.900000095367432,2431800
2024-06-21,6.409999847412109,6.755000114440918,5.989999771118164,6.0,11137600
2024-06-24,7.139999866485596,8.489999771118164,7.079999923706055,7.46999979019165,22610200
2024-06-25,7.409999847412109,7.53000020980835,6.610000133514404,7.110000133514404,7570600
2024-06-26,6.255000114440918,7.340000152587891,6.21999979019165,7.25,7062900
2024-06-27,6.385000228881836,6.900000095367432,6.059999942779541,6.329999923706055,7443500
2024-06-28,6.650000095367432,6.670000076293945,6.300000190734863,6.389999866485596,6680400
2024-07-01,7.199999809265137,7.309999942779541,6.659999847412109,6.670000076293945,4143600
2024-07-02,6.739999771118164,7.46999979019165,6.710000038146973,7.099999904632568,3471300
2024-07-03,6.599999904632568,7.0,6.519999980926514,6.769999980926514,1908300
2024-07-05,6.619999885559082,6.679999828338623,6.329999923706055,6.599999904632568,2319200
2024-07-08,6.889999866485596,7.139999866485596,6.71999979019165,6.739999771118164,2984900
2024-07-09,6.900000095367432,7.0,6.554999828338623,6.829999923706055,4055300
2024-07-10,7.480000019073486,7.53000020980835,6.769999980926514,6.960000038146973,4030300
2024-07-11,7.679999828338623,8.029999732971191,7.40500020980835,7.679999828338623,4497300
2024-07-12,7.900000095367432,8.0,7.611000061035156,7.789999961853027,2526700
2024-07-15,7.900000095367432,8.149999618530273,7.730000019073486,8.010000228881836,2028000
2024-07-16,8.100000381469727,8.260000228881836,7.75,7.920000076293945,2641900
2024-07-17,7.489999771118164,8.050000190734863,7.269999980926514,7.75,3130300
2024-07-18,6.550000190734863,7.559999942779541,6.480000019073486,7.550000190734863,3881100
2024-07-19,6.28000020980835,6.630000114440918,6.255000114440918,6.579999923706055,2378500
2024-07-22,6.369999885559082,6.480000019073486,6.091000080108643,6.429999828338623,2611200
2024-07-23,6.429999828338623,6.519999980926514,6.159999847412109,6.300000190734863,1944700
2024-07-24,6.269999980926514,6.590000152587891,6.239999771118164,6.300000190734863,1851500
2024-07-25,6.690000057220459,6.840000152587891,6.349999904632568,6.360000133514404,3422500
2024-07-26,6.75,7.139999866485596,6.730000019073486,6.800000190734863,2174200
2024-07-29,6.579999923706055,6.900000095367432,6.460000038146973,6.730000019073486,1652200
2024-07-30,6.320000171661377,6.789999961853027,6.099999904632568,6.619999885559082,2249300
2024-07-31,6.360000133514404,6.670000076293945,6.25,6.369999885559082,1696100
2024-08-01,6.090000152587891,6.449999809265137,6.03000020980835,6.369999885559082,2096200
2024-08-02,6.0,6.085000038146973,5.769999980926514,5.920000076293945,2324500
2024-08-05,5.795000076293945,6.079999923706055,5.275000095367432,5.400000095367432,3407700
2024-08-06,5.914999961853027,6.139999866485596,5.679999828338623,5.849999904632568,1647000
2024-08-07,5.5,6.130000114440918,5.489999771118164,6.070000171661377,2745700
2024-08-08,6.329999923706055,6.670000076293945,5.630000114440918,5.800000190734863,5597900
2024-08-09,6.170000076293945,6.599999904632568,6.010000228881836,6.400000095367432,2545200
2024-08-12,6.21999979019165,6.460000038146973,6.050000190734863,6.170000076293945,2088100
2024-08-13,6.309999942779541,6.480000019073486,6.170000076293945,6.309999942779541,1602700
2024-08-14,6.179999828338623,6.360000133514404,6.110000133514404,6.340000152587891,1611300
2024-08-15,6.239999771118164,6.429999828338623,6.150000095367432,6.28000020980835,2002200
2024-08-16,6.489999771118164,6.590000152587891,6.130000114440918,6.199999809265137,2451500
2024-08-19,7.539999961853027,7.659999847412109,6.5,6.53000020980835,4462400
2024-08-20,7.130000114440918,7.590000152587891,7.059999942779541,7.429999828338623,3085800
