Date,Close,High,Low,Open,Volume
2024-05-29,4.050000190734863,4.099999904632568,3.9800000190734863,4.070000171661377,4208700
2024-05-30,4.03000020980835,4.179999828338623,3.9800000190734863,4.0,4346200
2024-05-31,3.9700000286102295,4.130000114440918,3.890000104904175,4.099999904632568,6146400
2024-06-03,3.9700000286102295,4.019999980926514,3.9000000953674316,3.940000057220459,4930700
2024-06-04,3.640000104904175,3.8499999046325684,3.619999885559082,3.8399999141693115,6214100
2024-06-05,3.7300000190734863,3.759999990463257,3.5999999046325684,3.680000066757202,4740100
2024-06-06,3.950000047683716,3.990000009536743,3.7699999809265137,3.809999942779541,5766700
2024-06-07,3.640000104904175,3.7799999713897705,3.630000114440918,3.7300000190734863,6777900
2024-06-10,3.640000104904175,3.680000066757202,3.5799999237060547,3.680000066757202,4114600
2024-06-11,3.609999895095825,3.630000114440918,3.509999990463257,3.569999933242798,3568200
2024-06-12,3.569999933242798,3.8299999237060547,3.559999942779541,3.7899999618530273,6454500
2024-06-13,3.5199999809265137,3.619999885559082,3.440000057220459,3.5399999618530273,3585400
2024-06-14,3.569999933242798,3.609999895095825,3.4800000190734863,3.569999933242798,4521100
2024-06-17,3.6500000953674316,3.75,3.569999933242798,3.5899999141693115,7636300
2024-06-18,3.7799999713897705,3.8399999141693115,3.5999999046325684,3.640000104904175,5259100
2024-06-20,3.880000114440918,3.940000057220459,3.809999942779541,3.890000104904175,7340200
2024-06-21,3.7200000286102295,3.859999895095825,3.630000114440918,3.8399999141693115,22712900
2024-06-24,3.5999999046325684,3.7899999618530273,3.5999999046325684,3.7699999809265137,4010400
2024-06-25,3.509999990463257,3.619999885559082,3.490000009536743,3.549999952316284,3190200
2024-06-26,3.509999990463257,3.559999942779541,3.4100000858306885,3.430000066757202,2353600
2024-06-27,3.549999952316284,3.630000114440918,3.5199999809265137,3.5999999046325684,2151100
2024-06-28,3.5199999809265137,3.630000114440918,3.4700000286102295,3.5999999046325684,3280100
2024-07-01,3.4700000286102295,3.5799999237060547,3.440000057220459,3.5299999713897705,2675200
2024-07-02,3.559999942779541,3.559999942779541,3.450000047683716,3.4800000190734863,4311700
2024-07-03,3.809999942779541,3.9100000858306885,3.690000057220459,3.690000057220459,4136700
2024-07-05,4.039999961853027,4.070000171661377,3.880000114440918,3.9200000762939453,4919900
2024-07-08,4.110000133514404,4.139999866485596,3.950000047683716,3.9600000381469727,4879100
2024-07-09,3.9800000190734863,4.150000095367432,3.869999885559082,4.130000114440918,5556000
2024-07-10,4.630000114440918,4.630000114440918,4.039999961853027,4.070000171661377,11553100
2024-07-11,4.840000152587891,4.860000133514404,4.619999885559082,4.690000057220459,7690000
2024-07-12,4.739999771118164,4.849999904632568,4.570000171661377,4.639999866485596,6516200
2024-07-15,4.75,4.820000171661377,4.590000152587891,4.730000019073486,5035200
2024-07-16,4.96999979019165,5.019999980926514,4.739999771118164,4.800000190734863,6450400
2024-07-17,4.75,4.980000019073486,4.710000038146973,4.909999847412109,4989600
2024-07-18,4.579999923706055,4.809999942779541,4.510000228881836,4.800000190734863,4304200
2024-07-19,4.559999942779541,4.659999847412109,4.289999961853027,4.309999942779541,4044800
2024-07-22,4.599999904632568,4.639999866485596,4.429999828338623,4.5,4021800
2024-07-23,4.590000152587891,4.679999828338623,4.539999961853027,4.579999923706055,3162100
2024-07-24,4.519999980926514,4.800000190734863,4.510000228881836,4.639999866485596,4674700
2024-07-25,4.349999904632568,4.400000095367432,4.210000038146973,4.289999961853027,5343500
2024-07-26,4.320000171661377,4.480000019073486,4.300000190734863,4.460000038146973,3257800
2024-07-29,4.340000152587891,4.429999828338623,4.199999809265137,4.349999904632568,4935900
2024-07-30,4.400000095367432,4.429999828338623,4.260000228881836,4.360000133514404,3482400
2024-07-31,4.510000228881836,4.570000171661377,4.400000095367432,4.550000190734863,5693300
