Date,Close,High,Low,Open,Volume
2024-05-29,2.6600000858306885,2.759999990463257,2.5899999141693115,2.700000047683716,97400
2024-05-30,2.759999990463257,2.799999952316284,2.619999885559082,2.690000057220459,82100
2024-05-31,2.700000047683716,2.809999942779541,2.6700000762939453,2.809999942779541,79800
2024-06-03,2.690000057220459,2.7899999618530273,2.6600000858306885,2.7200000286102295,152400
2024-06-04,2.5,2.740000009536743,2.4000000953674316,2.6700000762939453,160200
2024-06-05,2.5199999809265137,2.549999952316284,2.380000114440918,2.5299999713897705,134000
2024-06-06,2.4000000953674316,2.549999952316284,2.380000114440918,2.549999952316284,128800
2024-06-07,2.430000066757202,2.440000057220459,2.2100000381469727,2.440000057220459,233900
2024-06-10,2.4000000953674316,2.509999990463257,2.299999952316284,2.440000057220459,102400
2024-06-11,2.430000066757202,2.430000066757202,2.319999933242798,2.3499999046325684,61300
2024-06-12,2.549999952316284,2.7300000190734863,2.4000000953674316,2.4600000381469727,237400
2024-06-13,2.4200000762939453,2.549999952316284,2.3499999046325684,2.5199999809265137,71000
2024-06-14,2.450000047683716,2.5,2.3499999046325684,2.440000057220459,85500
2024-06-17,2.450000047683716,2.5399999618530273,2.4000000953674316,2.4700000286102295,69200
2024-06-18,2.490000009536743,2.640000104904175,2.450000047683716,2.4800000190734863,98400
2024-06-20,2.559999942779541,2.680000066757202,2.5,2.5,101200
2024-06-21,2.4100000858306885,2.609999895095825,2.4000000953674316,2.559999942779541,122600
2024-06-24,2.5299999713897705,2.559999942779541,2.440000057220459,2.450000047683716,151500
2024-06-25,3.2300000190734863,3.369999885559082,2.549999952316284,2.5899999141693115,939700
2024-06-26,4.03000020980835,4.480000019073486,3.2699999809265137,3.309999942779541,2759700
2024-06-27,3.640000104904175,4.449999809265137,3.240000009536743,4.199999809265137,1130400
2024-06-28,3.369999885559082,3.6500000953674316,3.119999885559082,3.5999999046325684,438300
2024-07-01,3.930000066757202,3.9700000286102295,3.4000000953674316,3.4000000953674316,400600
2024-07-02,3.609999895095825,4.099999904632568,3.5,4.059999942779541,320500
2024-07-03,3.7799999713897705,4.0,3.6500000953674316,3.6500000953674316,116900
2024-07-05,3.890000104904175,3.9000000953674316,3.559999942779541,3.7699999809265137,194200
2024-07-08,4.079999923706055,4.650000095367432,3.690000057220459,4.010000228881836,733700
2024-07-09,3.990000009536743,4.21999979019165,3.9000000953674316,4.019999980926514,182100
2024-07-10,3.740000009536743,4.21999979019165,3.619999885559082,4.059999942779541,287900
2024-07-11,3.7300000190734863,3.8499999046325684,3.619999885559082,3.7699999809265137,76200
2024-07-12,4.0,4.099999904632568,3.619999885559082,3.75,276300
2024-07-15,3.9100000858306885,4.349999904632568,3.799999952316284,4.039999961853027,230200
2024-07-16,4.099999904632568,4.159999847412109,3.9000000953674316,3.9200000762939453,125300
2024-07-17,3.6600000858306885,4.199999809265137,3.549999952316284,4.190000057220459,230700
2024-07-18,3.3299999237060547,3.8299999237060547,3.259999990463257,3.690000057220459,181900
2024-07-19,3.0899999141693115,3.259999990463257,2.9000000953674316,3.259999990463257,234000
2024-07-22,3.069999933242798,3.25,2.9600000381469727,3.0899999141693115,74200
2024-07-23,3.059999942779541,3.069999933242798,2.9200000762939453,3.0399999618530273,94700
2024-07-24,2.950000047683716,3.0899999141693115,2.9200000762939453,3.0199999809265137,90000
2024-07-25,3.0199999809265137,3.0199999809265137,2.700000047683716,2.9200000762939453,80600
