Date,Close,High,Low,Open,Volume
2024-05-29,54.23432540893555,54.54372392400863,52.56757107032471,53.40593767855221,3027100
2024-05-30,54.66348648071289,55.65155904579956,53.605546545453734,53.745273671241456,3508100
2024-05-31,55.40204620361328,56.13062989902909,54.513777625025284,54.753312564340966,4629700
2024-06-03,53.994789123535156,55.9709419282836,53.28617078850244,55.621620295926405,3381400
2024-06-04,53.515724182128906,53.66543400021435,51.649361834998906,53.13646590892909,4118200
2024-06-05,54.1744384765625,54.79323548108305,53.79518021772838,53.82512065729984,3605100
2024-06-06,55.36212921142578,55.621621916576515,53.9049655666784,54.1445005160535,2723300
2024-06-07,53.2961540222168,54.90301984140377,53.28617133723819,54.57366357540651,2169500
2024-06-10,53.49576187133789,54.134520453263995,53.17638448401423,53.395957865528786,2018600
2024-06-11,50.71118927001953,52.876967362653616,50.062451826332435,52.84702692310084,4446900
2024-06-12,52.338016510009766,52.53762832364181,51.000622308137295,51.49964993857809,3083800
2024-06-13,52.81708526611328,53.68539612850747,52.25817672823623,52.377942299598615,2895500
2024-06-14,51.799072265625,52.89693158697135,51.60943931950379,52.477750183021286,2251100
2024-06-17,51.19025802612305,51.94877839040963,50.79103437716449,51.399848728550786,2641900
2024-06-18,52.298099517822266,52.70730204068213,50.860897441609005,50.90082056756579,2359200
2024-06-20,52.118446350097656,52.53762772741707,50.940740851040324,51.89887297686637,2795200
2024-06-21,51.46971130371094,52.04858520281248,50.52155801117357,51.85895225993773,2207600
2024-06-24,50.3419075012207,52.118448507931525,50.162257244280525,51.75914799405116,2746000
2024-06-25,49.94268798828125,50.39181363350081,49.094338701249015,50.13231712413893,2440300
2024-06-26,50.39181137084961,50.671265623203375,49.46361968149901,49.513521682665235,2183800
2024-06-27,51.659339904785156,51.73918615512284,50.441715045365605,50.81099443498048,2779400
2024-06-28,49.10432052612305,52.21825193296634,48.71507957617747,52.208273055371286,3771900
2024-07-01,50.122337341308594,50.58144185600794,49.34385163455889,49.58338657677697,2098800
2024-07-02,49.6332893371582,50.301988364238596,49.014496120624386,50.08241498112581,1926700
2024-07-03,50.46167755126953,50.99064564416942,49.92272677325144,50.20218104009985,1651600
2024-07-05,49.83290100097656,50.65130603528958,48.984555526252684,50.56148090677821,1843100
2024-07-08,48.63523483276367,49.73309795888352,48.1661476184129,49.70315371061337,3836100
2024-07-09,48.89472961425781,49.8229175176304,48.29589416468476,48.555390668350036,2000800
2024-07-10,53.61553192138672,53.69537436558245,49.90276498795374,50.08241524649267,5888000
2024-07-11,53.61553192138672,54.104576886192525,53.106521586433445,53.61553192138672,2608400
2024-07-12,52.767181396484375,53.74527511046911,52.65739470691733,53.74527511046911,2201300
2024-07-15,52.118446350097656,53.106518915081196,51.87891141500183,52.008659663482014,1693900
2024-07-16,51.27009963989258,52.32803962737662,50.80101623834602,52.23821449818195,2051600
2024-07-17,47.377685546875,50.60140365712189,46.83873477980147,50.44171496398293,6938900
2024-07-18,46.35966873168945,48.23601373279833,46.060252907761566,48.23601373279833,5194200
2024-07-19,46.5393180847168,46.98844371553572,45.73089194924273,46.01034620518398,2916800
2024-07-22,47.51741409301758,47.7769067993692,46.54929922042794,47.0383479993292,2855000
2024-07-23,47.26789855957031,47.56731438141528,46.459472414038046,47.208013872289825,2326400
2024-07-24,46.399593353271484,47.35772554365331,46.040292830058576,46.89862101167188,2276000
2024-07-25,44.49330520629883,45.76083203290308,43.48526726416012,45.68098959208896,5525600
2024-07-26,45.102115631103516,45.60114325891635,44.59310912593703,45.34165056765628,3115500
2024-07-29,44.55318832397461,45.36161449378503,44.064143355306186,45.05221597779561,2622300
2024-07-30,44.193885803222656,44.75279812081835,43.56511372911603,44.21384736534522,3080400
2024-07-31,45.40153503417969,45.88060109769115,43.54515165852363,44.912486286084174,6071700
2024-08-01,40.94022750854492,44.35357469413541,40.54100387883996,44.26374956781573,8510100
2024-08-02,37.95603942871094,39.98209414791258,37.69654674240338,39.9721114634708,9842700
2024-08-05,36.82823944091797,37.3771690549339,35.36109703723736,35.92998821268932,10602000
2024-08-06,38.105751037597656,38.91417718804364,36.568744986898324,37.52687714553735,7968200
2024-08-07,38.035888671875,40.44120182924357,38.0059482307479,39.562912085819356,6573800
2024-08-08,39.0738639831543,39.43316066973218,37.86621425496373,38.65467880456224,3990300
2024-08-09,39.473087310791016,39.752545390517646,38.874255639180504,39.5229893155454,2884200
2024-08-12,39.013980865478516,40.71067559501864,38.31534141128214,39.85234744905842,4040200
2024-08-13,39.14373016357422,39.37328242616548,38.32532512049969,39.37328242616548,2838300
2024-08-14,39.77250289916992,40.40127881554456,39.503031313716825,39.71262201674874,3028000
2024-08-15,40.70069122314453,41.02006859343403,40.03199604387544,40.35137341416494,3640000
2024-08-16,40.181705474853516,40.58092912543578,39.68267781526514,40.431219304647705,3300400
2024-08-19,41.13983917236328,41.61890524188325,40.451178604014395,40.52104216786447,2768000
2024-08-20,41.299530029296875,41.818519250329224,40.86038325373472,41.15980289426487,2649100
2024-08-21,41.3294677734375,41.86841852248728,41.19971952482656,41.54904114689007,2299300
2024-08-22,40.28151321411133,41.93828488848547,40.1118418303907,41.43925722985134,3287700
2024-08-23,42.527137756347656,43.405427503200606,41.76861358174955,42.567060882858904,7567900
2024-08-26,42.2476806640625,44.36355673323652,42.05804772943705,43.455326605790425,4274800
2024-08-27,41.818519592285156,42.43731282703493,40.77055845641806,41.419295939833034,2437300
2024-08-28,40.630828857421875,41.52908011735256,40.281511038159216,41.11987761166829,2946800
2024-08-29,40.17172622680664,40.98015239851308,40.1417857858364,40.85040414217724,2450500
2024-08-30,40.76057815551758,40.79051859585871,40.071921376720056,40.31145251400668,2646800
2024-09-03,37.876197814941406,40.10186058413577,37.60672243831985,39.92221033305473,5436700
2024-09-04,38.924156188964844,39.7425612196377,37.77639108612232,37.80633533367878,4981900
2024-09-05,38.02590560913086,39.15370917016127,37.846255349594024,39.07386672552203,2434200
2024-09-06,36.88812255859375,37.99596453827508,35.82020370420948,37.75643340105028,4793800
2024-09-09,36.96796798706055,37.67658631256994,36.76835617229318,37.41709361846745,3600400
2024-09-10,37.626686096191406,37.63666497412789,36.78831948020853,37.16758156553573,2935400
2024-09-11,39.90224838256836,40.181702633850094,37.786372321552435,37.876197446218505,8484600
2024-09-12,40.66077423095703,41.20970387955687,40.151763900465724,40.30147371702876,4463200
2024-09-13,40.25157165527344,41.00011312244018,39.602834194150745,40.84042062112364,2943300
2024-09-16,40.51106262207031,40.67075130927571,39.86232518870416,40.44119905937286,2029600
2024-09-17,40.22162628173828,41.0999159779999,40.061937592170594,40.97016772795157,2944100
2024-09-18,40.03199768066406,40.97016826833865,39.72259917486135,40.22162681225227,2259100
2024-09-19,41.00011444091797,41.56900566967674,40.620852352652484,41.379372721904545,2461300
2024-09-20,44.313655853271484,44.86258549455668,43.16589076099256,43.4054257028458,10165400
2024-09-23,45.930503845214844,46.7389299821228,44.78273876522834,45.35162996284845,7757800
2024-09-24,46.679046630859375,47.38766497696985,46.18999786082555,47.2279762819692,4364400
2024-09-25,47.49745178222656,47.996479431206765,46.44949448082391,46.60918317620642,4659400
2024-09-26,47.96653747558594,49.18416231168965,47.547352283897446,48.245991731859135,6835700
2024-09-27,47.88669204711914,48.55539106687231,47.52739153588207,48.14618855291425,3185700
2024-09-30,47.667118072509766,48.2360130797329,47.30782137302806,47.886691450480846,5078800
2024-10-01,48.545406341552734,48.82486059086751,47.54735109996726,47.976515158431305,3675400
2024-10-02,49.34385299682617,49.66323039041504,48.43562281994305,48.625255764890646,3172300
2024-10-03,49.86284255981445,50.092394825097095,49.194147327114436,49.90276568611027,4937700
2024-10-04,51.73918533325195,52.09848583950655,49.45363785190475,50.0824137378503,6878800
2024-10-07,51.31999969482422,52.218250952665414,50.53153893213993,51.399845943200624,4488300
2024-10-08,51.47969436645508,51.81902951455477,50.10237698200354,50.1822194264744,3385100
2024-10-09,50.48163604736328,50.910796299402904,49.633286805959955,50.910796299402904,4187200
2024-10-10,50.39181137084961,50.58144049819272,49.81293749694122,50.0824128719732,2305300
2024-10-11,51.25013732910156,51.50963383511191,49.792977527679255,49.792977527679255,2628500
2024-10-14,51.779109954833984,52.05856422009888,50.93076066669883,51.25013805765266,3248500
2024-10-15,51.60943603515625,52.34799859494961,50.02252803624442,51.93879609496749,5008300
2024-10-16,55.67152404785156,55.86115699366339,52.94683350478466,53.27619358501856,10271200
2024-10-17,56.559791564941406,57.438081287858644,54.942943058088254,55.44197070404233,9245000
2024-10-18,57.907169342041016,58.53594525119622,56.04080698485842,56.839250468630745,6041400
2024-10-21,57.8073616027832,58.60580889488083,57.308333948861616,58.3862355088261,4551300
2024-10-22,56.56977462768555,57.497966359940506,55.20243993467896,57.03886183634396,4841500
2024-10-23,53.974830627441406,56.14060872775618,53.196344930800336,56.08072404115958,6296300
2024-10-24,53.74527359008789,55.102629336739554,53.076578401319615,54.8032135237496,4872500
2024-10-25,53.685394287109375,54.763292006956924,53.35603421806121,53.69537316468111,3510100
2024-10-28,55.06270980834961,55.64158371756885,52.9468336101501,53.156424312200286,4265000
2024-10-29,54.66348648071289,55.362125916930125,54.25428398064373,54.89303873126109,2473500
2024-10-30,53.875022888183594,54.62356433888372,53.48578194298412,54.453896770885464,2824600
2024-10-31,52.118446350097656,53.595567662565806,51.21021622529364,53.3161096037409,4988900
2024-11-01,52.39790344238281,53.56562632017636,52.15836849430066,52.93685422010853,4298100
2024-11-04,51.05052947998047,51.6493611295859,50.06245307012486,51.14035460814916,4587700
2024-11-05,51.16031265258789,51.87891368199805,50.86089682609325,51.489672726827145,2903300
2024-11-06,51.110408782958984,52.49770498063723,50.681244717986466,52.49770498063723,5921400
2024-11-07,53.47580337524414,54.37405083691975,51.11040963609065,51.69926239967655,5817000
2024-11-08,52.43782424926758,54.00477070214184,51.73918480614332,53.645470199547724,4050800
